stamp,px,py,pz,ox,oy,oz,ow
1713471791.175965,-2.8585461453827516,-0.0055861729238913,0.0758049441288807,-0.0539170380408614,-0.659246494413593,0.0163207899181934,0.7498137398239215
1713471791.3155763,-2.850618940044402,-0.0069311861541244,0.081444671573105,-0.043448725683577,-0.6342394373481456,0.0091588734378644,0.7718605180899787
1713471791.4446814,-2.841210381325333,-0.0076481736609828,0.0884478329567193,-0.0255518775405494,-0.6094683550158769,-0.0086242970551385,0.7923515932265794
1713471791.567654,-2.830633588240718,-0.0085332718465845,0.096404257474467,-0.0093447891713174,-0.5820680174084618,-0.0257206513933345,0.812679485478395
1713471791.687461,-2.8237167091061934,-0.0114696527329453,0.1047474573700418,0.0052375330713981,-0.5760095368296113,-0.0412339342209444,0.8163855366169378
1713471791.8152423,-2.817383252415014,-0.0169976391794769,0.113999982667171,0.0170712835903919,-0.5777656609492987,-0.055158002583378,0.8141578514363222
1713471791.940404,-2.8116505307839796,-0.0231166785887681,0.1246071545750236,0.0282058166388246,-0.5799615890118626,-0.0649860243014554,0.8115576404816007
1713471792.0695353,-2.8092752684215787,-0.0321419290017302,0.1354632283906603,0.0231416139171807,-0.5884981319849533,-0.0593840299636171,0.805982599899532
1713471792.1996927,-2.806460433942993,-0.0437617935858106,0.1470679859466778,0.019285688924727,-0.5939014637945562,-0.0584429955417754,0.8021804845404095
1713471792.3218727,-2.805485337027533,-0.0507553069652925,0.1541832532265392,0.0165405711232709,-0.608895853789276,-0.0572793046705226,0.7910065296832929
1713471792.4438305,-2.805835804343725,-0.0517206879552866,0.1553098055428351,0.0125828814532963,-0.6289593669652027,-0.057315769698752,0.7752204127504019
1713471792.565904,-2.8088332418777906,-0.0461523081756091,0.1568199984608042,0.0138656752547816,-0.6472168860410565,-0.0633913287017873,0.7595390608247012
1713471792.6969554,-2.8126081060979953,-0.0362691627460754,0.1551585688729174,0.0135974802234245,-0.6657645740931306,-0.066127356459875,0.7431014823977913
1713471792.822476,-2.818021608380616,-0.0229439101860442,0.1516216504571204,0.0121479880812879,-0.6818814471533181,-0.0671557700504407,0.7282720789393247
1713471792.9560454,-2.8229846858972296,-0.0123773422565663,0.1468523933058916,0.0083144141768507,-0.6954103845490065,-0.0667068047615372,0.7154617178974743
1713471793.0743592,-2.8239160060456068,-0.0124923811725378,0.1480347448834699,0.0088591438371841,-0.6990515644867615,-0.0674764545571982,0.7118253675161301
1713471793.1853375,-2.8239535609466264,-0.0179213853943813,0.1522029006471002,0.0161732934827357,-0.7005401471616444,-0.0692947612177564,0.7100564504744937
